DMA	Date	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
Wichita Falls TX & Lawton OK	2023-02-16	2023-02-17 03:00:00	Lawton	Oklahoma	OK	Comanche County	-98.43374861680476	34.73082523544293	3	2023-02-16 22:00:00	100	300
Tucson (Sierra Vista) AZ	2023-02-16	2023-02-17 03:00:00	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	3	2023-02-16 22:00:00	100	300
Milwaukee WI	2023-02-16	2023-02-17 03:00:00	Milwaukee	Wisconsin	WI	Milwaukee County	-87.90689999999995	43.04223000000008	3	2023-02-16 22:00:00	100	300
Roanoke-Lynchburg VA	2023-02-16	2023-02-17 03:00:00	Vinton	Virginia	VA	Roanoke County	-79.89874899999995	37.28095200000007	3	2023-02-16 22:00:00	100	300
Charlotte NC	2023-02-16	2023-02-17 03:00:00	Charlotte	North Carolina	NC	Mecklenburg County	-80.83795999999995	35.222860000000026	3	2023-02-16 22:00:00	100	300
Portland OR	2023-02-16	2023-02-17 03:00:00	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	3	2023-02-16 22:00:00	100	300
Rochester MN-Mason City IA-Austin MN	2023-02-16	2023-02-17 03:00:00	Rochester	Minnesota	MN	Olmsted County	-92.45932999999997	44.01932000000005	3	2023-02-16 22:00:00	100	300
Madison WI	2023-02-16	2023-02-17 03:00:00	Madison	Wisconsin	WI	Dane County	-89.38643999999994	43.07313000000005	3	2023-02-16 22:00:00	100	300
Honolulu HI	2023-02-16	2023-02-17 03:00:00	Honolulu	Hawaii	HI	City and County of Honolulu	-157.85787999999997	21.304930000000077	3	2023-02-16 22:00:00	100	300
Savannah GA	2023-02-16	2023-02-17 03:00:00	Savannah	Georgia	GA	Chatham County	-81.09118999999998	32.080910000000074	3	2023-02-16 22:00:00	100	300
Des Moines-Ames IA	2023-02-16	2023-02-17 03:00:00	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	3	2023-02-16 22:00:00	100	300
Cedar Rapids-Waterloo-Iowa City & Dubuque IA	2023-02-16	2023-02-17 03:00:00	Waterloo	Iowa	IA	Black Hawk County	-92.33877829277164	42.495836568877465	3	2023-02-16 22:00:00	100	300
Kansas City MO	2023-02-16	2023-02-17 03:00:00	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	3	2023-02-16 22:00:00	100	300
Springfield MO	2023-02-16	2023-02-17 03:00:00	Springfield	Missouri	MO	Greene County	-93.29159	37.20897000000008	3	2023-02-16 22:00:00	100	300
Denver CO	2023-02-16	2023-02-17 03:00:00	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	3	2023-02-16 22:00:00	100	300
Chicago IL	2023-02-16	2023-02-17 03:00:00	Chicago	Illinois	IL	Cook County	-87.63244999999995	41.88425000000007	3	2023-02-16 22:00:00	100	300
Idaho Falls-Pocatello ID	2023-02-16	2023-02-17 03:00:00	Pocatello	Idaho	ID	Bannock County	-112.44707000002782	42.85455884157094	3	2023-02-16 22:00:00	100	300
Charleston SC	2023-02-16	2023-02-17 03:00:00	Charleston	South Carolina	SC	Charleston County	-79.93159999999993	32.781150000000025	3	2023-02-16 22:00:00	100	300
Ft. Myers-Naples FL	2023-02-16	2023-02-17 03:00:00	Fort Myers	Florida	FL	Lee County	-81.87043099999994	26.52099800000008	3	2023-02-16 22:00:00	100	300
Mobile AL-Pensacola (Ft. Walton Beach) FL	2023-02-16	2023-02-17 03:00:00	Fort Walton Beach	Florida	FL	Okaloosa County	-86.61529999999999	30.40424000000008	3	2023-02-16 22:00:00	100	300
Wilmington NC	2023-02-16	2023-02-17 03:00:00	Wilmington	North Carolina	NC	New Hanover County	-77.94599999999997	34.23497000000003	3	2023-02-16 22:00:00	100	300
Dothan AL	2023-02-16	2023-02-17 03:00:00	Dothan	Alabama	AL	Houston County	-85.39336999999993	31.223250000000064	3	2023-02-16 22:00:00	100	300
Norfolk-Portsmouth-Newport News VA	2023-02-16	2023-02-17 03:00:00	Portsmouth	Rhode Island	RI	Newport	-71.25359999999995	41.58999000000006	3	2023-02-16 22:00:00	100	300
Omaha NE	2023-02-16	2023-02-17 03:00:00	Omaha	Nebraska	NE	Douglas County	-95.94025999999997	41.26068000000004	2	2023-02-16 22:00:00	100	200
Phoenix AZ	2023-02-16	2023-02-17 03:00:00	Phoenix	Arizona	AZ	Maricopa County	-112.07579999999996	33.44825000000003	2	2023-02-16 22:00:00	100	200
Bakersfield CA	2023-02-16	2023-02-17 03:00:00	Bakersfield	California	CA	Kern County	-119.01885999999996	35.36730000000006	2	2023-02-16 22:00:00	100	200
Boston MA-Manchester NH	2023-02-16	2023-02-17 03:00:00	Manchester	New Hampshire	NH	Hillsborough County	-71.47493182459515	43.029593346961455	3	2023-02-16 22:00:00	100	300
Ft. Smith-Fayetteville-Springdale-Rogers AR	2023-02-16	2023-02-17 03:00:00	Springdale	Arkansas	AR	Washington County	-94.1037260045514	36.17115248366951	2	2023-02-16 22:00:00	100	200
Sioux City IA	2023-02-16	2023-02-17 03:00:00	Sioux City	Iowa	IA	Woodbury County	-96.42085999999992	42.499900000000025	2	2023-02-16 22:00:00	100	200
Baltimore MD	2023-02-16	2023-02-17 03:00:00	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	2	2023-02-16 22:00:00	100	200
Jacksonville FL	2023-02-16	2023-02-17 03:00:00	Jacksonville	Florida	FL	Duval County	-81.65621999999996	30.331470000000024	2	2023-02-16 22:00:00	100	200
Minneapolis-St. Paul MN	2023-02-16	2023-02-17 03:00:00	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	2	2023-02-16 22:00:00	100	200
Atlanta GA	2023-02-16	2023-02-17 03:00:00	Atlanta	Georgia	GA	Fulton County	-84.39110999999998	33.74831000000006	2	2023-02-16 22:00:00	100	200
Seattle-Tacoma WA	2023-02-16	2023-02-17 03:00:00	Lakewood	Washington	WA	Pierce County	-122.50740001094871	47.146779998273935	2	2023-02-16 22:00:00	100	200
Davenport IA-Rock Island-Moline IL	2023-02-16	2023-02-17 03:00:00	Rock Island	Illinois	IL	Rock Island County	-90.56147216099428	41.51765714151991	2	2023-02-16 22:00:00	100	200
Albany GA	2023-02-16	2023-02-17 03:00:00	Albany	Georgia	GA	Dougherty County	-84.15601999999996	31.58140000000003	2	2023-02-16 22:00:00	100	200
Columbia SC	2023-02-16	2023-02-17 03:00:00	Columbia	South Carolina	SC	Richland County	-81.04536999999993	33.99882000000002	2	2023-02-16 22:00:00	100	200
Houston TX	2023-02-16	2023-02-17 03:00:00	Houston	Texas	TX	Harris County	-95.36951999999997	29.760780000000068	2	2023-02-16 22:00:00	100	200
Raleigh-Durham (Fayetteville) NC	2023-02-16	2023-02-17 03:00:00	Raleigh	North Carolina	NC	Wake County	-78.71118521154975	35.64201403788981	2	2023-02-16 22:00:00	100	200
West Palm Beach-Ft. Pierce FL	2023-02-16	2023-02-17 03:00:00	Port Saint Lucie	Florida	FL	St. Lucie County	-80.31280254736411	27.265637995158247	3	2023-02-16 22:00:00	100	300
Portland-Auburn ME	2023-02-16	2023-02-17 03:00:00	Auburn	Maine	ME	Androscoggin County	-70.28306819934934	44.021514101683046	2	2023-02-16 22:00:00	100	200
Hartford & New Haven CT	2023-02-16	2023-02-17 03:00:00	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	2	2023-02-16 22:00:00	100	200
Monterey-Salinas CA	2023-02-16	2023-02-17 03:00:00	Salinas	California	CA	Monterey	-121.65482999999992	36.67087000000004	2	2023-02-16 22:00:00	100	200
Chico-Redding CA	2023-02-16	2023-02-17 03:00:00	Redding	California	CA	Shasta County	-122.39248999999997	40.58762000000007	2	2023-02-16 22:00:00	100	200
Orlando-Daytona Beach-Melbourne FL	2023-02-16	2023-02-17 03:00:00	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	2	2023-02-16 22:00:00	100	200
Tampa-St. Petersburg (Sarasota) FL	2023-02-16	2023-02-17 03:00:00	Venice	Florida	FL	Sarasota	-82.33603478982988	27.06972205172892	2	2023-02-16 22:00:00	100	200
