DMA	Date	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
Indianapolis IN	2023-02-13	2023-02-14 03:00:00	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	9	2023-02-13 22:00:00	33	297
Wausau-Rhinelander WI	2023-02-13	2023-02-14 03:00:00	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	9	2023-02-13 22:00:00	33	297
Portland-Auburn ME	2023-02-13	2023-02-14 03:00:00	Auburn	Maine	ME	Androscoggin County	-70.28306819934934	44.021514101683046	9	2023-02-13 22:00:00	33	297
Birmingham AL	2023-02-13	2023-02-14 03:00:00	Birmingham	Alabama	AL	Jefferson County	-86.81178999999997	33.52072000000004	9	2023-02-13 22:00:00	33	297
Kansas City MO	2023-02-13	2023-02-14 03:00:00	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	9	2023-02-13 22:00:00	33	297
Greensboro-High Point-Winston Salem NC	2023-02-13	2023-02-14 03:00:00	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	10	2023-02-13 22:00:00	33	330
Ft. Myers-Naples FL	2023-02-13	2023-02-14 03:00:00	Fort Myers	Florida	FL	Lee County	-81.87043099999994	26.52099800000008	8	2023-02-13 22:00:00	33	264
Mobile AL-Pensacola (Ft. Walton Beach) FL	2023-02-13	2023-02-14 03:00:00	Fort Walton Beach	Florida	FL	Okaloosa County	-86.61529999999999	30.40424000000008	9	2023-02-13 22:00:00	33	297
Dallas-Ft. Worth TX	2023-02-13	2023-02-14 03:00:00	Dallas	Texas	TX	Tarrant County	-97.03982999999994	32.889850000000024	8	2023-02-13 22:00:00	33	264
Chicago IL	2023-02-13	2023-02-14 03:00:00	Chicago	Illinois	IL	Cook County	-87.63244999999995	41.88425000000007	8	2023-02-13 22:00:00	33	264
Salt Lake City UT	2023-02-13	2023-02-14 03:00:00	Salt Lake City	Utah	UT	Salt Lake County	-111.88822	40.76031000000006	8	2023-02-13 22:00:00	33	264
San Diego CA	2023-02-13	2023-02-14 03:00:00	San Diego	California	CA	San Diego County	-117.16170999999996	32.71568000000008	8	2023-02-13 22:00:00	33	264
Portland OR	2023-02-13	2023-02-14 03:00:00	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	8	2023-02-13 22:00:00	33	264
Columbus GA	2023-02-13	2023-02-14 03:00:00	Columbus	Georgia	GA	Muscogee County	-84.98756999999993	32.46288000000004	8	2023-02-13 22:00:00	33	264
Roanoke-Lynchburg VA	2023-02-13	2023-02-14 03:00:00	Vinton	Virginia	VA	Roanoke County	-79.89874899999995	37.28095200000007	8	2023-02-13 22:00:00	33	264
Jacksonville FL	2023-02-13	2023-02-14 03:00:00	Jacksonville	Florida	FL	Duval County	-81.65621999999996	30.331470000000024	8	2023-02-13 22:00:00	33	264
Omaha NE	2023-02-13	2023-02-14 03:00:00	Omaha	Nebraska	NE	Douglas County	-95.94025999999997	41.26068000000004	8	2023-02-13 22:00:00	33	264
Davenport IA-Rock Island-Moline IL	2023-02-13	2023-02-14 03:00:00	Rock Island	Illinois	IL	Rock Island County	-90.56147216099428	41.51765714151991	8	2023-02-13 22:00:00	33	264
Milwaukee WI	2023-02-13	2023-02-14 03:00:00	Milwaukee	Wisconsin	WI	Milwaukee County	-87.90689999999995	43.04223000000008	8	2023-02-13 22:00:00	33	264
Colorado Springs-Pueblo CO	2023-02-13	2023-02-14 03:00:00	Pueblo	Colorado	CO	Pueblo County	-104.62503708798616	38.25672401970372	8	2023-02-13 22:00:00	33	264
La Crosse-Eau Claire WI	2023-02-13	2023-02-14 03:00:00	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	8	2023-02-13 22:00:00	33	264
Augusta GA	2023-02-13	2023-02-14 03:00:00	Augusta	Georgia	GA	Richmond County	-81.97518999999994	33.47935000000007	7	2023-02-13 22:00:00	33	231
Huntsville-Decatur (Florence) AL	2023-02-13	2023-02-14 03:00:00	Florence	Alabama	AL	Lauderdale County	-87.60946000814877	34.835329994016945	7	2023-02-13 22:00:00	33	231
Hartford & New Haven CT	2023-02-13	2023-02-14 03:00:00	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	8	2023-02-13 22:00:00	33	264
St. Louis MO	2023-02-13	2023-02-14 03:00:00	St Louis	Missouri	MO	City of St. Louis	-90.19955999999996	38.62775000000005	7	2023-02-13 22:00:00	33	231
Tampa-St. Petersburg (Sarasota) FL	2023-02-13	2023-02-14 03:00:00	Venice	Florida	FL	Sarasota	-82.33603478982988	27.06972205172892	7	2023-02-13 22:00:00	33	231
Washington DC (Hagerstown MD)	2023-02-13	2023-02-14 03:00:00	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	7	2023-02-13 22:00:00	33	231
Phoenix AZ	2023-02-13	2023-02-14 03:00:00	Phoenix	Arizona	AZ	Maricopa County	-112.07579999999996	33.44825000000003	7	2023-02-13 22:00:00	33	231
Shreveport LA	2023-02-13	2023-02-14 03:00:00	Shreveport	Louisiana	LA	Caddo Parish	-93.74688999999996	32.51487000000003	7	2023-02-13 22:00:00	33	231
Atlanta GA	2023-02-13	2023-02-14 03:00:00	Atlanta	Georgia	GA	Fulton County	-84.39110999999998	33.74831000000006	7	2023-02-13 22:00:00	33	231
Syracuse NY	2023-02-13	2023-02-14 03:00:00	Syracuse	New York	NY	Onondaga County	-76.14737999999994	43.05042000000003	7	2023-02-13 22:00:00	33	231
Wilkes Barre-Scranton PA	2023-02-13	2023-02-14 03:00:00	Pittston	Pennsylvania	PA	Luzerne County	-75.72943999999995	41.33717000000007	7	2023-02-13 22:00:00	33	231
Fresno-Visalia CA	2023-02-13	2023-02-14 03:00:00	Farmersville	California	CA	Tulare County	-119.21050998885028	36.29238015215397	7	2023-02-13 22:00:00	33	231
Sacramento-Stockton-Modesto CA	2023-02-13	2023-02-14 03:00:00	Stockton	California	CA	San Joaquin County	-121.27113622179256	37.930607075860735	7	2023-02-13 22:00:00	33	231
New Orleans LA	2023-02-13	2023-02-14 03:00:00	New Orleans	Louisiana	LA	Orleans Parish	-90.07774999999998	29.953700000000023	7	2023-02-13 22:00:00	33	231
Odessa-Midland TX	2023-02-13	2023-02-14 03:00:00	Midland	Texas	TX	Midland County	-102.07445999999996	32.00002000000006	7	2023-02-13 22:00:00	33	231
Flint-Saginaw-Bay City MI	2023-02-13	2023-02-14 03:00:00	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	7	2023-02-13 22:00:00	33	231
Denver CO	2023-02-13	2023-02-14 03:00:00	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	7	2023-02-13 22:00:00	33	231
Tucson (Sierra Vista) AZ	2023-02-13	2023-02-14 03:00:00	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	7	2023-02-13 22:00:00	33	231
Seattle-Tacoma WA	2023-02-13	2023-02-14 03:00:00	Lakewood	Washington	WA	Pierce County	-122.50740001094871	47.146779998273935	7	2023-02-13 22:00:00	33	231
Wichita-Hutchinson KS	2023-02-13	2023-02-14 03:00:00	Hutchinson	Kansas	KS	Reno County	-97.84744978200544	38.148354836871526	7	2023-02-13 22:00:00	33	231
Boston MA-Manchester NH	2023-02-13	2023-02-14 03:00:00	Manchester	New Hampshire	NH	Hillsborough County	-71.47493182459515	43.029593346961455	7	2023-02-13 22:00:00	33	231
Eugene OR	2023-02-13	2023-02-14 03:00:00	Eugene	Oregon	OR	Lane County	-123.08836999999994	44.04992000000004	6	2023-02-13 22:00:00	33	198
Columbia-Jefferson City MO	2023-02-13	2023-02-14 03:00:00	Jefferson	Arkansas	AR	Columbia	-93.36837999999992	33.35105000000004	6	2023-02-13 22:00:00	33	198
Minneapolis-St. Paul MN	2023-02-13	2023-02-14 03:00:00	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	7	2023-02-13 22:00:00	33	231
Raleigh-Durham (Fayetteville) NC	2023-02-13	2023-02-14 03:00:00	Raleigh	North Carolina	NC	Wake County	-78.71118521154975	35.64201403788981	6	2023-02-13 22:00:00	33	198
Tyler-Longview(Lufkin & Nacogdoches) TX	2023-02-13	2023-02-14 03:00:00	Nacogdoches	Texas	TX	Nacogdoches County	-94.65589999999996	31.60378000000003	6	2023-02-13 22:00:00	33	198
Lansing MI	2023-02-13	2023-02-14 03:00:00	Lansing	Michigan	MI	Ingham County	-84.55224999999997	42.73194000000007	5	2023-02-13 22:00:00	33	165
Baltimore MD	2023-02-13	2023-02-14 03:00:00	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	5	2023-02-13 22:00:00	33	165
Las Vegas NV	2023-02-13	2023-02-14 03:00:00	Las Vegas	Nevada	NV	Clark County	-115.14000999999996	36.17193000000003	5	2023-02-13 22:00:00	33	165
Providence RI-New Bedford MA	2023-02-13	2023-02-14 03:00:00	Acushnet	Massachusetts	MA	Bristol County	-70.90428498615711	41.667410010317056	6	2023-02-13 22:00:00	33	198
Memphis TN	2023-02-13	2023-02-14 03:00:00	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	5	2023-02-13 22:00:00	33	165
San Francisco-Oakland-San Jose CA	2023-02-13	2023-02-14 03:00:00	Emeryville	California	CA	Alameda County	-122.3006560569526	37.84698441327769	5	2023-02-13 22:00:00	33	165
Springfield-Holyoke MA	2023-02-13	2023-02-14 03:00:00	Holyoke	Massachusetts	MA	Hampden County	-72.60820699999994	42.206154000000026	5	2023-02-13 22:00:00	33	165
New York NY	2023-02-13	2023-02-14 03:00:00	New York	New York	NY	New York County	-74.00711999999999	40.714540000000056	5	2023-02-13 22:00:00	33	165
Green Bay-Appleton WI	2023-02-13	2023-02-14 03:00:00	Appleton	Wisconsin	WI	Outagamie County	-88.38496613956664	44.26672407622406	5	2023-02-13 22:00:00	33	165
Los Angeles CA	2023-02-13	2023-02-14 03:00:00	Los Angeles	California	CA	Los Angeles County	-118.24544999999992	34.05357000000004	4	2023-02-13 22:00:00	33	132
Richmond-Petersburg VA	2023-02-13	2023-02-14 03:00:00	Petersburg	Virginia	VA	City of Petersburg	-77.3686188360574	37.23828377309041	5	2023-02-13 22:00:00	33	165
Norfolk-Portsmouth-Newport News VA	2023-02-13	2023-02-14 03:00:00	Portsmouth	Rhode Island	RI	Newport	-71.25359999999995	41.58999000000006	4	2023-02-13 22:00:00	33	132
Baton Rouge LA	2023-02-13	2023-02-14 03:00:00	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	4	2023-02-13 22:00:00	33	132
West Palm Beach-Ft. Pierce FL	2023-02-13	2023-02-14 03:00:00	Port Saint Lucie	Florida	FL	St. Lucie County	-80.31280254736411	27.265637995158247	5	2023-02-13 22:00:00	33	165
Greenville-New Bern-Washington NC	2023-02-13	2023-02-14 03:00:00	Greenville	Mississippi	MS	Washington	-91.03777999999994	33.398960000000045	4	2023-02-13 22:00:00	33	132
El Paso TX	2023-02-13	2023-02-14 03:00:00	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	3	2023-02-13 22:00:00	33	99
Helena MT	2023-02-14	2023-02-15 03:00:00	Helena	Montana	MT	Lewis and Clark County	-112.02064999999996	46.58976000000007	100	2023-02-14 22:00:00	71	7100
Lincoln & Hastings-Kearney NE	2023-02-13	2023-02-14 03:00:00	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	4	2023-02-13 22:00:00	33	132
Parkersburg WV	2023-02-14	2023-02-15 03:00:00	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	95	2023-02-14 22:00:00	71	6745
Youngstown OH	2023-02-14	2023-02-15 03:00:00	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	56	2023-02-14 22:00:00	71	3976
Wheeling WV-Steubenville OH	2023-02-14	2023-02-15 03:00:00	Steubenville	Ohio	OH	Jefferson County	-80.63842999999997	40.36962000000005	77	2023-02-14 22:00:00	71	5467
Orlando-Daytona Beach-Melbourne FL	2023-02-13	2023-02-14 03:00:00	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	3	2023-02-13 22:00:00	33	99
Cleveland-Akron (Canton) OH	2023-02-14	2023-02-15 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	30	2023-02-14 22:00:00	71	2130
Victoria TX	2023-02-14	2023-02-15 03:00:00	Victoria	Texas	TX	Victoria County	-97.00356999999995	28.80594000000008	29	2023-02-14 22:00:00	71	2059
Miami-Ft. Lauderdale FL	2023-02-13	2023-02-14 03:00:00	Hialeah	Florida	FL	Miami-Dade County	-80.32568199999997	25.90754900000008	3	2023-02-13 22:00:00	33	99
Dayton OH	2023-02-14	2023-02-15 03:00:00	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	28	2023-02-14 22:00:00	71	1988
Erie PA	2023-02-14	2023-02-15 03:00:00	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	28	2023-02-14 22:00:00	71	1988
Cincinnati OH	2023-02-14	2023-02-15 03:00:00	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	28	2023-02-14 22:00:00	71	1988
Toledo OH	2023-02-14	2023-02-15 03:00:00	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	27	2023-02-14 22:00:00	71	1917
Joplin MO-Pittsburg KS	2023-02-14	2023-02-15 03:00:00	Pittsburg	Kansas	KS	Crawford County	-94.70037000938336	37.41058500363053	29	2023-02-14 22:00:00	71	2059
Columbus OH	2023-02-14	2023-02-15 03:00:00	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	25	2023-02-14 22:00:00	71	1775
Bowling Green KY	2023-02-14	2023-02-15 03:00:00	Bowling Green	Kentucky	KY	Warren County	-86.44557999999995	36.99462000000005	23	2023-02-14 22:00:00	71	1633
Columbia-Jefferson City MO	2023-02-14	2023-02-15 03:00:00	Jefferson	Arkansas	AR	Columbia	-93.36837999999992	33.35105000000004	22	2023-02-14 22:00:00	71	1562
Panama City FL	2023-02-14	2023-02-15 03:00:00	Panama City	Florida	FL	Bay County	-85.66033	30.15987000000007	21	2023-02-14 22:00:00	71	1491
Mankato MN	2023-02-14	2023-02-15 03:00:00	Mankato	Minnesota	MN	Blue Earth County	-94.00240999999994	44.16740000000004	20	2023-02-14 22:00:00	71	1420
Watertown NY	2023-02-14	2023-02-15 03:00:00	Watertown	New York	NY	Jefferson County	-75.91427999999996	43.97586000000008	25	2023-02-14 22:00:00	71	1775
Pittsburgh PA	2023-02-14	2023-02-15 03:00:00	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	19	2023-02-14 22:00:00	71	1349
Evansville IN	2023-02-14	2023-02-15 03:00:00	Evansville	Indiana	IN	Vanderburgh County	-87.56404999999995	37.97708000000006	19	2023-02-14 22:00:00	71	1349
Clarksburg-Weston WV	2023-02-14	2023-02-15 03:00:00	Clarksburg	West Virginia	WV	Harrison County	-80.34016999999993	39.27944000000008	21	2023-02-14 22:00:00	71	1491
Biloxi-Gulfport MS	2023-02-14	2023-02-15 03:00:00	Gulfport	Mississippi	MS	Harrison County	-89.09188999999996	30.38032000000004	18	2023-02-14 22:00:00	71	1278
Lake Charles LA	2023-02-14	2023-02-15 03:00:00	Lake Charles	Louisiana	LA	Calcasieu Parish	-93.22010999999996	30.224030000000027	19	2023-02-14 22:00:00	71	1349
Charleston-Huntington WV	2023-02-14	2023-02-15 03:00:00	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	20	2023-02-14 22:00:00	71	1420
Johnstown-Altoona PA	2023-02-14	2023-02-15 03:00:00	Altoona	Pennsylvania	PA	Blair County	-78.32129695025407	40.52020954635128	20	2023-02-14 22:00:00	71	1420
Traverse City-Cadillac MI	2023-02-14	2023-02-15 03:00:00	Traverse City	Michigan	MI	Grand Traverse County	-85.59611399999993	44.743381000000056	15	2023-02-14 22:00:00	71	1065
Fargo-Valley City ND	2023-02-14	2023-02-15 03:00:00	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	16	2023-02-14 22:00:00	71	1136
Columbus GA	2023-02-14	2023-02-15 03:00:00	Columbus	Georgia	GA	Muscogee County	-84.98756999999993	32.46288000000004	14	2023-02-14 22:00:00	71	994
La Crosse-Eau Claire WI	2023-02-14	2023-02-15 03:00:00	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	18	2023-02-14 22:00:00	71	1278
Wausau-Rhinelander WI	2023-02-14	2023-02-15 03:00:00	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	13	2023-02-14 22:00:00	71	923
Indianapolis IN	2023-02-14	2023-02-15 03:00:00	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	13	2023-02-14 22:00:00	71	923
Tri-Cities TN-VA	2023-02-14	2023-02-15 03:00:00		Tennessee	TN	Sullivan County	-82.35488999999995	36.517360000000046	13	2023-02-14 22:00:00	71	923
Medford-Klamath Falls OR	2023-02-14	2023-02-15 03:00:00	Klamath Falls	Oregon	OR	Klamath County	-121.78205999999994	42.22388000000007	14	2023-02-14 22:00:00	71	994
Peoria-Bloomington IL	2023-02-14	2023-02-15 03:00:00	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	13	2023-02-14 22:00:00	71	923
Boise ID	2023-02-14	2023-02-15 03:00:00	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	12	2023-02-14 22:00:00	71	852
Springfield MO	2023-02-14	2023-02-15 03:00:00	Springfield	Missouri	MO	Greene County	-93.29159	37.20897000000008	12	2023-02-14 22:00:00	71	852
Louisville KY	2023-02-14	2023-02-15 03:00:00	Louisville	Kentucky	KY	Jefferson County	-85.76665999999993	38.254890000000046	12	2023-02-14 22:00:00	71	852
Green Bay-Appleton WI	2023-02-14	2023-02-15 03:00:00	Appleton	Wisconsin	WI	Outagamie County	-88.38496613956664	44.26672407622406	13	2023-02-14 22:00:00	71	923
Wichita Falls TX & Lawton OK	2023-02-14	2023-02-15 03:00:00	Lawton	Oklahoma	OK	Comanche County	-98.43374861680476	34.73082523544293	13	2023-02-14 22:00:00	71	923
Augusta GA	2023-02-14	2023-02-15 03:00:00	Augusta	Georgia	GA	Richmond County	-81.97518999999994	33.47935000000007	11	2023-02-14 22:00:00	71	781
Columbia SC	2023-02-14	2023-02-15 03:00:00	Columbia	South Carolina	SC	Richland County	-81.04536999999993	33.99882000000002	11	2023-02-14 22:00:00	71	781
Champaign & Springfield-Decatur IL	2023-02-14	2023-02-15 03:00:00	Springfield	Illinois	IL	Sangamon County	-89.64715339040946	39.837449984549295	14	2023-02-14 22:00:00	71	994
Marquette MI	2023-02-14	2023-02-15 03:00:00	Marquette	Michigan	MI	Marquette County	-87.41262999999998	46.545840000000055	11	2023-02-14 22:00:00	71	781
Greenville-Spartanburg SC-Asheville NC-Anderson SC	2023-02-14	2023-02-15 03:00:00	Anderson	South Carolina	SC	Anderson County	-82.64961999999997	34.50061000000005	12	2023-02-14 22:00:00	71	852
Mobile AL-Pensacola (Ft. Walton Beach) FL	2023-02-14	2023-02-15 03:00:00	Fort Walton Beach	Florida	FL	Okaloosa County	-86.61529999999999	30.40424000000008	11	2023-02-14 22:00:00	71	781
Tucson (Sierra Vista) AZ	2023-02-14	2023-02-15 03:00:00	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	12	2023-02-14 22:00:00	71	852
Des Moines-Ames IA	2023-02-14	2023-02-15 03:00:00	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	11	2023-02-14 22:00:00	71	781
Madison WI	2023-02-14	2023-02-15 03:00:00	Madison	Wisconsin	WI	Dane County	-89.38643999999994	43.07313000000005	10	2023-02-14 22:00:00	71	710
Charleston SC	2023-02-14	2023-02-15 03:00:00	Charleston	South Carolina	SC	Charleston County	-79.93159999999993	32.781150000000025	10	2023-02-14 22:00:00	71	710
South Bend-Elkhart IN	2023-02-14	2023-02-15 03:00:00	Elkhart	Indiana	IN	Elkhart County	-85.99435542791646	41.67823591497595	10	2023-02-14 22:00:00	71	710
Albany GA	2023-02-14	2023-02-15 03:00:00	Albany	Georgia	GA	Dougherty County	-84.15601999999996	31.58140000000003	10	2023-02-14 22:00:00	71	710
Huntsville-Decatur (Florence) AL	2023-02-14	2023-02-15 03:00:00	Florence	Alabama	AL	Lauderdale County	-87.60946000814877	34.835329994016945	10	2023-02-14 22:00:00	71	710
Binghamton NY	2023-02-14	2023-02-15 03:00:00	Binghamton	New York	NY	Broome County	-75.91128999999995	42.09871000000004	10	2023-02-14 22:00:00	71	710
Oklahoma City OK	2023-02-14	2023-02-15 03:00:00	Oklahoma City	Oklahoma	OK	Oklahoma County	-97.52106999999997	35.472030000000075	10	2023-02-14 22:00:00	71	710
Ft. Wayne IN	2023-02-14	2023-02-15 03:00:00	Fort Wayne	Indiana	IN	Allen County	-85.13830999999999	41.08026000000008	10	2023-02-14 22:00:00	71	710
Lincoln & Hastings-Kearney NE	2023-02-14	2023-02-15 03:00:00	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	11	2023-02-14 22:00:00	71	781
Harrisburg-Lancaster-Lebanon-York PA	2023-02-14	2023-02-15 03:00:00	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	10	2023-02-14 22:00:00	71	710
Florence-Myrtle Beach SC	2023-02-14	2023-02-15 03:00:00	Myrtle Beach	South Carolina	SC	Horry County	-78.99494599999997	33.67792000000003	9	2023-02-14 22:00:00	71	639
Knoxville TN	2023-02-14	2023-02-15 03:00:00	Knoxville	Tennessee	TN	Knox County	-83.92102999999997	35.960680000000025	9	2023-02-14 22:00:00	71	639
Rapid City SD	2023-02-14	2023-02-15 03:00:00	Rapid City	South Dakota	SD	Pennington County	-103.23079999999996	44.08146000000005	9	2023-02-14 22:00:00	71	639
Yakima-Pasco-Richland-Kennewick WA	2023-02-14	2023-02-15 03:00:00	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	9	2023-02-14 22:00:00	71	639
Bluefield-Beckley-Oak Hill WV	2023-02-14	2023-02-15 03:00:00	Bluefield	West Virginia	WV	Mercer County	-81.22261999999995	37.26798000000008	10	2023-02-14 22:00:00	71	710
Detroit MI	2023-02-14	2023-02-15 03:00:00	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	9	2023-02-14 22:00:00	71	639
Baton Rouge LA	2023-02-14	2023-02-15 03:00:00	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	9	2023-02-14 22:00:00	71	639
Gainesville FL	2023-02-14	2023-02-15 03:00:00	Gainesville	Florida	FL	Alachua County	-82.32271999999993	29.65198000000004	9	2023-02-14 22:00:00	71	639
Columbus-Tupelo-West Point MS	2023-02-14	2023-02-15 03:00:00	West Point	Mississippi	MS	Clay County	-88.65043999999993	33.60651000000007	9	2023-02-14 22:00:00	71	639
Bend OR	2023-02-14	2023-02-15 03:00:00	Bend	Oregon	OR	Deschutes County	-121.31536999999996	44.05782000000005	8	2023-02-14 22:00:00	71	568
Chattanooga TN	2023-02-14	2023-02-15 03:00:00	Chattanooga	Tennessee	TN	Hamilton County	-85.30946999999996	35.04672000000005	8	2023-02-14 22:00:00	71	568
