DMA	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
Portland OR	2023-02-11 06	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	1	2023-02-11 01:00:00	0	0
Minneapolis-St. Paul MN	2023-02-11 06	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	1	2023-02-11 01:00:00	0	0
Houston TX	2023-02-11 06	Houston	Texas	TX	Harris County	-95.36951999999997	29.760780000000068	1	2023-02-11 01:00:00	0	0
Buffalo NY	2023-02-11 06	Buffalo	New York	NY	Erie County	-78.87845999999996	42.88544000000008	3	2023-02-11 01:00:00	0	0
Evansville IN	2023-02-11 06	Evansville	Indiana	IN	Vanderburgh County	-87.56404999999995	37.97708000000006	7	2023-02-11 01:00:00	0	0
Orlando-Daytona Beach-Melbourne FL	2023-02-11 06	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	1	2023-02-11 01:00:00	0	0
Corpus Christi TX	2023-02-11 06	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	8	2023-02-11 01:00:00	0	0
Baton Rouge LA	2023-02-11 06	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	10	2023-02-11 01:00:00	0	0
Youngstown OH	2023-02-11 06	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	10	2023-02-11 01:00:00	0	0
Hartford & New Haven CT	2023-02-11 06	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	1	2023-02-11 01:00:00	0	0
Toledo OH	2023-02-11 06	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	11	2023-02-11 01:00:00	0	0
Springfield MO	2023-02-11 06	Springfield	Missouri	MO	Greene County	-93.29159	37.20897000000008	10	2023-02-11 01:00:00	0	0
Washington DC (Hagerstown MD)	2023-02-11 06	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	1	2023-02-11 01:00:00	0	0
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL	2023-02-11 06	Mt Vernon	Illinois	IL	Jefferson County	-88.90363999999995	38.31728000000004	10	2023-02-11 01:00:00	0	0
Utica NY	2023-02-11 06	Utica	New York	NY	Oneida County	-75.24257999999996	43.09589000000005	14	2023-02-11 01:00:00	0	0
Mobile AL-Pensacola (Ft. Walton Beach) FL	2023-02-11 06	Fort Walton Beach	Florida	FL	Okaloosa County	-86.61529999999999	30.40424000000008	11	2023-02-11 01:00:00	0	0
Yuma AZ-El Centro CA	2023-02-11 06	Yuma	Arizona	AZ	Yuma County	-114.52700001398428	32.700765006104845	12	2023-02-11 01:00:00	0	0
Bangor ME	2023-02-11 06	Bangor	Maine	ME	Penobscot County	-68.77076999999997	44.80171000000007	15	2023-02-11 01:00:00	0	0
Panama City FL	2023-02-11 06	Panama City	Florida	FL	Bay County	-85.66033	30.15987000000007	18	2023-02-11 01:00:00	0	0
Duluth MN-Superior WI	2023-02-11 06	Duluth	Minnesota	MN	St. Louis County	-92.15246493953276	46.74651326018735	15	2023-02-11 01:00:00	0	0
Sioux Falls(Mitchell) SD	2023-02-11 06	Sioux Falls	South Dakota	SD	Minnehaha County	-96.73127999999996	43.54577000000006	13	2023-02-11 01:00:00	0	0
Alexandria LA	2023-02-11 06	Alexandria	Louisiana	LA	Rapides Parish	-92.44567999999998	31.312660000000047	22	2023-02-11 01:00:00	0	0
Twin Falls ID	2023-02-11 06	Twin Falls	Idaho	ID	Twin Falls County	-114.46959999999996	42.55619000000007	20	2023-02-11 01:00:00	0	0
Idaho Falls-Pocatello ID	2023-02-11 06	Pocatello	Idaho	ID	Bannock County	-112.44707000002782	42.85455884157094	16	2023-02-11 01:00:00	0	0
Parkersburg WV	2023-02-11 06	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	46	2023-02-11 01:00:00	0	0
Boise ID	2023-02-11 06	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	10	2023-02-11 01:00:00	0	0
St. Joseph MO	2023-02-11 06	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	64	2023-02-11 01:00:00	0	0
Sioux City IA	2023-02-11 06	Sioux City	Iowa	IA	Woodbury County	-96.42085999999992	42.499900000000025	10	2023-02-11 01:00:00	0	0
Rockford IL	2023-02-11 06	Rockford	Illinois	IL	Winnebago County	-89.07739999999995	42.26690000000008	9	2023-02-11 01:00:00	0	0
Fairbanks AK	2023-02-11 06	Fairbanks	Alaska	AK	Fairbanks North Star Borough	-147.72209999999998	64.84525000000008	8	2023-02-11 01:00:00	0	0
Zanesville OH	2023-02-11 06	Zanesville	Ohio	OH	Muskingum County	-82.00138999999997	39.940540000000055	100	2023-02-11 01:00:00	0	0
Flint-Saginaw-Bay City MI	2023-02-11 06	Selma	Alabama	AL	Dallas County	-87.03288425718515	32.41221875852521	8	2023-02-11 01:00:00	0	0
Montgomery (Selma) AL	2023-02-11 06	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	19	2023-02-11 01:00:00	0	0
Portland-Auburn ME	2023-02-11 07	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	8	2023-02-11 02:00:00	0	0
Lincoln & Hastings-Kearney NE	2023-02-11 07	Auburn	Maine	ME	Androscoggin County	-70.28306819934934	44.021514101683046	11	2023-02-11 02:00:00	0	0
Macon GA	2023-02-11 07	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	14	2023-02-11 02:00:00	0	0
Terre Haute IN	2023-02-11 07	Terre Haute	Indiana	IN	Vigo County	-87.41300999999999	39.46649000000008	10	2023-02-11 02:00:00	0	0
Erie PA	2023-02-11 07	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	15	2023-02-11 02:00:00	0	0
Boise ID	2023-02-11 07	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	16	2023-02-11 02:00:00	0	0
Jackson MS	2023-02-11 07	Jackson	Mississippi	MS	Hinds County	-90.18043999999996	32.29896000000008	10	2023-02-11 02:00:00	0	0
Alpena MI	2023-02-11 07	Alpena	Michigan	MI	Alpena County	-83.44514999999996	45.06156000000004	36	2023-02-11 02:00:00	0	0
Peoria-Bloomington IL	2023-02-11 07	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	13	2023-02-11 02:00:00	0	0
Hattiesburg-Laurel MS	2023-02-11 07	Hattiesburg	Mississippi	MS	Forrest County	-89.33815899999996	31.325233000000026	15	2023-02-11 02:00:00	0	0
St. Joseph MO	2023-02-11 07	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	92	2023-02-11 02:00:00	0	0
San Angelo TX	2023-02-11 07	San Angelo	Texas	TX	Tom Green County	-100.44255999999996	31.46183000000008	75	2023-02-11 02:00:00	0	0
Shreveport LA	2023-02-11 07	Shreveport	Louisiana	LA	Caddo Parish	-93.74688999999996	32.51487000000003	8	2023-02-11 02:00:00	0	0
Minot-Bismarck-Dickinson(Williston) ND	2023-02-11 07	Williston	North Dakota	ND	Williams County	-103.62186999999994	48.14704000000006	17	2023-02-11 02:00:00	0	0
Ottumwa IA-Kirksville MO	2023-02-11 07	Kirksville	Missouri	MO	Adair County	-92.57201999999997	40.19682000000006	100	2023-02-11 02:00:00	0	0
Lubbock TX	2023-02-11 07	Lubbock	Texas	TX	Lubbock County	-101.84500999999996	33.58451000000008	16	2023-02-11 02:00:00	0	0
Odessa-Midland TX	2023-02-11 07	Midland	Texas	TX	Midland County	-102.07445999999996	32.00002000000006	9	2023-02-11 02:00:00	0	0
Indianapolis IN	2023-02-11 07	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	2	2023-02-11 02:00:00	0	0
Portland OR	2023-02-11 07	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	2	2023-02-11 02:00:00	0	0
Lafayette LA	2023-02-11 07	Lafayette	Louisiana	LA	Lafayette Parish	-92.01704999999998	30.220320000000072	7	2023-02-11 02:00:00	0	0
Columbia SC	2023-02-11 07	Columbia	South Carolina	SC	Richland County	-81.04536999999993	33.99882000000002	6	2023-02-11 02:00:00	0	0
Greenwood-Greenville MS	2023-02-11 07	Greenwood	Maine	ME	Oxford County	-70.67390999999998	44.336660000000045	55	2023-02-11 02:00:00	0	0
South Bend-Elkhart IN	2023-02-11 07	Elkhart	Indiana	IN	Elkhart County	-85.99435542791646	41.67823591497595	6	2023-02-11 02:00:00	0	0
Rochester NY	2023-02-11 07	Rochester	New York	NY	Monroe County	-77.61631999999997	43.155800000000056	6	2023-02-11 02:00:00	0	0
Albuquerque-Santa Fe NM	2023-02-11 07	Albuquerque	New Mexico	NM	Bernalillo County	-106.57998499999997	35.088640000000055	6	2023-02-11 02:00:00	0	0
Monterey-Salinas CA	2023-02-11 07	Salinas	California	CA	Monterey	-121.65482999999992	36.67087000000004	5	2023-02-11 02:00:00	0	0
Charleston-Huntington WV	2023-02-11 07	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	6	2023-02-11 02:00:00	0	0
Omaha NE	2023-02-11 07	Omaha	Nebraska	NE	Douglas County	-95.94025999999997	41.26068000000004	4	2023-02-11 02:00:00	0	0
Davenport IA-Rock Island-Moline IL	2023-02-11 07	Rock Island	Illinois	IL	Rock Island County	-90.56147216099428	41.51765714151991	6	2023-02-11 02:00:00	0	0
Lincoln & Hastings-Kearney NE	2023-02-11 07	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	18	2023-02-11 02:00:00	0	0
St. Louis MO	2023-02-11 07	St Louis	Missouri	MO	City of St. Louis	-90.19955999999996	38.62775000000005	2	2023-02-11 02:00:00	0	0
Wilkes Barre-Scranton PA	2023-02-11 07	Pittston	Pennsylvania	PA	Luzerne County	-75.72943999999995	41.33717000000007	3	2023-02-11 02:00:00	0	0
Lexington KY	2023-02-11 07	Petersburg	Virginia	VA	City of Petersburg	-77.3686188360574	37.23828377309041	2	2023-02-11 02:00:00	0	0
Toledo OH	2023-02-11 07	Santa Maria	California	CA	Santa Barbara	-120.42950467295438	34.910408369906094	8	2023-02-11 02:00:00	0	0
Austin TX	2023-02-11 07	Bryan	Texas	TX	Brazos County	-96.36367641045288	30.688316939527848	4	2023-02-11 02:00:00	0	0
Chattanooga TN	2023-02-11 08	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	3	2023-02-11 03:00:00	0	0
Richmond-Petersburg VA	2023-02-11 08	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	4	2023-02-11 03:00:00	0	0
Santa Barbara-Santa Maria-San Luis Obispo CA	2023-02-11 08	Austin	Texas	TX	Travis County	-97.74298999999996	30.26759000000004	3	2023-02-11 03:00:00	0	0
Honolulu HI	2023-02-11 08	Chattanooga	Tennessee	TN	Hamilton County	-85.30946999999996	35.04672000000005	3	2023-02-11 03:00:00	0	0
South Bend-Elkhart IN	2023-02-11 08	Honolulu	Hawaii	HI	City and County of Honolulu	-157.85787999999997	21.30493000000008	3	2023-02-11 03:00:00	0	0
Birmingham AL	2023-02-11 08	Elkhart	Indiana	IN	Elkhart County	-85.99435542791646	41.67823591497595	3	2023-02-11 03:00:00	0	0
Columbus OH	2023-02-11 08	Birmingham	Alabama	AL	Jefferson County	-86.81178999999997	33.52072000000004	2	2023-02-11 03:00:00	0	0
Waco-Temple-Bryan TX	2023-02-11 08	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	1	2023-02-11 03:00:00	0	0
Nashville TN	2023-02-11 08	Nashville	Tennessee	TN	Davidson County	-86.77815999999996	36.16784000000007	1	2023-02-11 03:00:00	0	0
Cincinnati OH	2023-02-11 08	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	1	2023-02-11 03:00:00	0	0
Charlotte NC	2023-02-11 08	Charlotte	North Carolina	NC	Mecklenburg County	-80.83795999999995	35.222860000000026	1	2023-02-11 03:00:00	0	0
Youngstown OH	2023-02-11 08	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	5	2023-02-11 03:00:00	0	0
Cleveland-Akron (Canton) OH	2023-02-11 08	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	2	2023-02-11 03:00:00	0	0
Rockford IL	2023-02-11 08	Rockford	Illinois	IL	Winnebago County	-89.07739999999995	42.26690000000008	6	2023-02-11 03:00:00	0	0
Jacksonville FL	2023-02-11 08	Jacksonville	Florida	FL	Duval County	-81.65621999999996	30.331470000000024	2	2023-02-11 03:00:00	0	0
Charlottesville VA	2023-02-11 08	Charlottesville	Virginia	VA	City of Charlottesville	-78.47755999999998	38.032130000000045	4	2023-02-11 03:00:00	0	0
Wilmington NC	2023-02-11 08	Wilmington	North Carolina	NC	New Hanover County	-77.94599999999997	34.23497000000003	6	2023-02-11 03:00:00	0	0
Alpena MI	2023-02-11 08	Alpena	Michigan	MI	Alpena County	-83.44514999999996	45.06156000000004	68	2023-02-11 03:00:00	0	0
Lafayette IN	2023-02-11 08	Lafayette	Indiana	IN	Tippecanoe County	-86.87597999999997	40.41738000000004	44	2023-02-11 03:00:00	0	0
Ft. Smith-Fayetteville-Springdale-Rogers AR	2023-02-11 08	Springdale	Arkansas	AR	Washington County	-94.1037260045514	36.17115248366951	6	2023-02-11 03:00:00	0	0
Lima OH	2023-02-11 08	Lima	Ohio	OH	Allen County	-84.10744999999997	40.74269000000004	41	2023-02-11 03:00:00	0	0
Bend OR	2023-02-11 08	Bend	Oregon	OR	Deschutes County	-121.31536999999996	44.05782000000005	41	2023-02-11 03:00:00	0	0
Norfolk-Portsmouth-Newport News VA	2023-02-11 08	Portsmouth	Rhode Island	RI	Newport	-71.25359999999995	41.58999000000006	1	2023-02-11 03:00:00	0	0
Elmira NY	2023-02-11 08	Elmira	New York	NY	Chemung County	-76.79892999999998	42.090640000000064	26	2023-02-11 03:00:00	0	0
Casper-Riverton WY	2023-02-11 08	Riverton	Wyoming	WY	Fremont County	-108.36304766184284	43.0829585806312	90	2023-02-11 03:00:00	0	0
Utica NY	2023-02-11 08	Utica	New York	NY	Oneida County	-75.24257999999996	43.09589000000005	12	2023-02-11 03:00:00	0	0
Harrisburg-Lancaster-Lebanon-York PA	2023-02-11 08	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	1	2023-02-11 03:00:00	0	0
Abilene-Sweetwater TX	2023-02-11 08	Sweetwater	Texas	TX	Nolan County	-100.39898999999996	32.474590000000035	11	2023-02-11 03:00:00	0	0
Biloxi-Gulfport MS	2023-02-11 08	Gulfport	Mississippi	MS	Harrison County	-89.09188999999996	30.38032000000004	10	2023-02-11 03:00:00	0	0
Joplin MO-Pittsburg KS	2023-02-11 08	Pittsburg	Kansas	KS	Crawford County	-94.70037000938336	37.41058500363053	27	2023-02-11 03:00:00	0	0
Omaha NE	2023-02-11 08	Omaha	Nebraska	NE	Douglas County	-95.94025999999997	41.26068000000004	9	2023-02-11 03:00:00	0	0
Watertown NY	2023-02-11 08	Watertown	New York	NY	Jefferson County	-75.91427999999996	43.97586000000008	10	2023-02-11 03:00:00	0	0
Erie PA	2023-02-11 08	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	7	2023-02-11 03:00:00	0	0
Sherman TX-Ada OK	2023-02-11 08	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	8	2023-02-11 03:00:00	0	0
Columbus-Tupelo-West Point MS	2023-02-11 08	West Point	Mississippi	MS	Clay County	-88.65043999999993	33.60651000000007	10	2023-02-11 03:00:00	0	0
Great Falls MT	2023-02-11 08	Great Falls	Montana	MT	Cascade County	-111.30606999999996	47.50732000000005	100	2023-02-11 03:00:00	0	0
Duluth MN-Superior WI	2023-02-11 08	Duluth	Minnesota	MN	St. Louis County	-92.15246493953276	46.74651326018735	10	2023-02-11 03:00:00	0	0
La Crosse-Eau Claire WI	2023-02-11 08	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	6	2023-02-11 03:00:00	0	0
Des Moines-Ames IA	2023-02-11 08	Bluefield	West Virginia	WV	Mercer County	-81.22261999999995	37.26798000000008	8	2023-02-11 03:00:00	0	0
Jackson MS	2023-02-11 09	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	3	2023-02-11 04:00:00	16	48
Denver CO	2023-02-11 09	Jackson	Mississippi	MS	Hinds County	-90.18043999999996	32.29896000000008	2	2023-02-11 04:00:00	16	32
Tyler-Longview(Lufkin & Nacogdoches) TX	2023-02-11 09	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	2	2023-02-11 04:00:00	16	32
Bluefield-Beckley-Oak Hill WV	2023-02-11 09	Nacogdoches	Texas	TX	Nacogdoches County	-94.65589999999996	31.60378000000003	2	2023-02-11 04:00:00	16	32
Lexington KY	2023-02-11 09	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	1	2023-02-11 04:00:00	16	16
Milwaukee WI	2023-02-11 09	Milwaukee	Wisconsin	WI	Milwaukee County	-87.90689999999995	43.04223000000008	1	2023-02-11 04:00:00	16	16
San Antonio TX	2023-02-11 09	San Antonio	Texas	TX	Bexar County	-98.49460999999997	29.42458000000005	1	2023-02-11 04:00:00	16	16
Columbus OH	2023-02-11 09	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	1	2023-02-11 04:00:00	16	16
Providence RI-New Bedford MA	2023-02-11 09	Acushnet	Massachusetts	MA	Bristol County	-70.90428498615711	41.667410010317056	1	2023-02-11 04:00:00	16	16
Little Rock-Pine Bluff AR	2023-02-11 09	White Hall	Arkansas	AR	Jefferson County	-92.09252787844376	34.280418002916115	2	2023-02-11 04:00:00	16	32
Eureka CA	2023-02-11 09	Eureka	California	CA	Humboldt County	-124.15952999999996	40.803270000000055	100	2023-02-11 04:00:00	16	1600
San Francisco-Oakland-San Jose CA	2023-02-11 09	Emeryville	California	CA	Alameda County	-122.3006560569526	37.84698441327769	1	2023-02-11 04:00:00	16	16
St. Joseph MO	2023-02-11 09	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	65	2023-02-11 04:00:00	16	1040
Greenville-New Bern-Washington NC	2023-02-11 09	Greenville	Mississippi	MS	Washington	-91.03777999999994	33.398960000000045	1	2023-02-11 04:00:00	16	16
Yakima-Pasco-Richland-Kennewick WA	2023-02-11 09	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	7	2023-02-11 04:00:00	16	112
Eugene OR	2023-02-11 09	Eugene	Oregon	OR	Lane County	-123.08836999999994	44.04992000000004	19	2023-02-11 04:00:00	16	304
Boise ID	2023-02-11 09	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	16	2023-02-11 04:00:00	16	256
Norfolk-Portsmouth-Newport News VA	2023-02-11 09	Portsmouth	Rhode Island	RI	Newport	-71.25359999999995	41.58999000000006	1	2023-02-11 04:00:00	16	16
Amarillo TX	2023-02-11 09	Amarillo	Texas	TX	Potter County	-101.83388999999994	35.207250000000045	12	2023-02-11 04:00:00	16	192
Palm Springs CA	2023-02-11 09	Palm Springs	California	CA	Riverside County	-116.51195999999996	33.823210000000074	12	2023-02-11 04:00:00	16	192
Odessa-Midland TX	2023-02-11 09	Midland	Texas	TX	Midland County	-102.07445999999996	32.00002000000006	12	2023-02-11 04:00:00	16	192
Columbus GA	2023-02-11 09	Columbus	Georgia	GA	Muscogee County	-84.98756999999993	32.46288000000004	10	2023-02-11 04:00:00	16	160
Bowling Green KY	2023-02-11 09	Bowling Green	Kentucky	KY	Warren County	-86.44557999999995	36.99462000000005	11	2023-02-11 04:00:00	16	176
Medford-Klamath Falls OR	2023-02-11 09	Klamath Falls	Oregon	OR	Klamath County	-121.78205999999994	42.22388000000007	24	2023-02-11 04:00:00	16	384
Anchorage AK	2023-02-11 09	Anchorage	Alaska	AK	Municipality of Anchorage	-149.85814999999997	61.21753000000008	8	2023-02-11 04:00:00	16	128
Albany GA	2023-02-11 09	Albany	Georgia	GA	Dougherty County	-84.15601999999996	31.58140000000003	7	2023-02-11 04:00:00	16	112
Corpus Christi TX	2023-02-11 09	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	7	2023-02-11 04:00:00	16	112
Greensboro-High Point-Winston Salem NC	2023-02-11 09	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	1	2023-02-11 04:00:00	16	16
Zanesville OH	2023-02-11 09	Zanesville	Ohio	OH	Muskingum County	-82.00138999999997	39.940540000000055	22	2023-02-11 04:00:00	16	352
Cheyenne WY-Scottsbluff NE	2023-02-11 09	Scottsbluff	Nebraska	NE	Scotts Bluff County	-103.63793502731151	41.8762950002571	40	2023-02-11 04:00:00	16	640
Peoria-Bloomington IL	2023-02-11 09	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	3	2023-02-11 04:00:00	16	48
Lake Charles LA	2023-02-11 09	Lake Charles	Louisiana	LA	Calcasieu Parish	-93.22010999999996	30.224030000000027	7	2023-02-11 04:00:00	16	112
Wausau-Rhinelander WI	2023-02-11 09	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	6	2023-02-11 04:00:00	16	96
Evansville IN	2023-02-11 09	Mt Vernon	Illinois	IL	Jefferson County	-88.90363999999995	38.31728000000004	5	2023-02-11 04:00:00	16	80
Parkersburg WV	2023-02-11 09	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	4	2023-02-11 04:00:00	16	64
Alpena MI	2023-02-11 10	Evansville	Indiana	IN	Vanderburgh County	-87.56404999999995	37.97708000000006	2	2023-02-11 05:00:00	24	48
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL	2023-02-11 10	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	7	2023-02-11 05:00:00	24	168
Alexandria LA	2023-02-11 10	Alpena	Michigan	MI	Alpena County	-83.44514999999996	45.06156000000004	24	2023-02-11 05:00:00	24	576
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-11 10	Alexandria	Louisiana	LA	Rapides Parish	-92.44567999999998	31.312660000000047	14	2023-02-11 05:00:00	24	336
Great Falls MT	2023-02-11 10	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	2	2023-02-11 05:00:00	24	48
Rapid City SD	2023-02-11 10	Great Falls	Montana	MT	Cascade County	-111.30606999999996	47.50732000000005	12	2023-02-11 05:00:00	24	288
Lincoln & Hastings-Kearney NE	2023-02-11 10	Rapid City	South Dakota	SD	Pennington County	-103.23079999999996	44.08146000000005	10	2023-02-11 05:00:00	24	240
Santa Barbara-Santa Maria-San Luis Obispo CA	2023-02-11 10	Santa Maria	California	CA	Santa Barbara	-120.42950467295438	34.910408369906094	15	2023-02-11 05:00:00	24	360
Laredo TX	2023-02-11 10	Laredo	Texas	TX	Webb County	-99.50230999999997	27.53092000000004	8	2023-02-11 05:00:00	24	192
Sherman TX-Ada OK	2023-02-11 10	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	9	2023-02-11 05:00:00	24	216
Flint-Saginaw-Bay City MI	2023-02-11 10	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	4	2023-02-11 05:00:00	24	96
Monroe LA-El Dorado AR	2023-02-11 10	Monroe	Ohio	OH	Preble County	-84.67633999999998	39.88727000000006	8	2023-02-11 05:00:00	24	192
Amarillo TX	2023-02-11 10	Amarillo	Texas	TX	Potter County	-101.83388999999994	35.207250000000045	4	2023-02-11 05:00:00	24	96
Reno NV	2023-02-11 10	Reno	Nevada	NV	Washoe County	-119.81352999999996	39.527660000000026	4	2023-02-11 05:00:00	24	96
Clarksburg-Weston WV	2023-02-11 10	Clarksburg	West Virginia	WV	Harrison County	-80.34016999999993	39.27944000000008	4	2023-02-11 05:00:00	24	96
Joplin MO-Pittsburg KS	2023-02-11 10	Pittsburg	Kansas	KS	Crawford County	-94.70037000938336	37.41058500363053	4	2023-02-11 05:00:00	24	96
Helena MT	2023-02-11 10	Helena	Montana	MT	Lewis and Clark County	-112.02064999999996	46.58976000000007	100	2023-02-11 05:00:00	24	2400
Harrisonburg VA	2023-02-11 10	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	4	2023-02-11 05:00:00	24	96
Madison WI	2023-02-11 10	Madison	Wisconsin	WI	Dane County	-89.38643999999994	43.07313000000005	3	2023-02-11 05:00:00	24	72
Bangor ME	2023-02-11 10	Bangor	Maine	ME	Penobscot County	-68.77076999999997	44.80171000000007	2	2023-02-11 05:00:00	24	48
Wichita Falls TX & Lawton OK	2023-02-11 10	Lawton	Oklahoma	OK	Comanche County	-98.43374861680476	34.73082523544293	10	2023-02-11 05:00:00	24	240
Traverse City-Cadillac MI	2023-02-11 10	Traverse City	Michigan	MI	Grand Traverse County	-85.59611399999993	44.743381000000056	2	2023-02-11 05:00:00	24	48
Roanoke-Lynchburg VA	2023-02-11 10	Vinton	Virginia	VA	Roanoke County	-79.89874899999995	37.28095200000007	2	2023-02-11 05:00:00	24	48
Knoxville TN	2023-02-11 10	Knoxville	Tennessee	TN	Knox County	-83.92102999999997	35.960680000000025	1	2023-02-11 05:00:00	24	24
Wilkes Barre-Scranton PA	2023-02-11 10	Pittston	Pennsylvania	PA	Luzerne County	-75.72943999999995	41.33717000000007	1	2023-02-11 05:00:00	24	24
Baton Rouge LA	2023-02-11 10	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	2	2023-02-11 05:00:00	24	48
Minneapolis-St. Paul MN	2023-02-11 10	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	1	2023-02-11 05:00:00	24	24
Columbia SC	2023-02-11 10	Columbia	South Carolina	SC	Richland County	-81.04536999999993	33.99882000000002	2	2023-02-11 05:00:00	24	48
Grand Rapids-Kalamazoo-Battle Creek MI	2023-02-11 10	Battle Creek	Michigan	MI	Calhoun County	-85.18682211214454	42.32892060475615	1	2023-02-11 05:00:00	24	24
Glendive MT	2023-02-11 10	Jefferson	Arkansas	AR	Columbia	-93.36837999999992	33.35105000000004	3	2023-02-11 05:00:00	24	72
Columbia-Jefferson City MO	2023-02-11 10	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	3	2023-02-11 05:00:00	24	72
Tucson (Sierra Vista) AZ	2023-02-11 10	White Hall	Arkansas	AR	Jefferson County	-92.09252787844376	34.280418002916115	2	2023-02-11 05:00:00	24	48
Missoula MT	2023-02-11 11	Glendive	Montana	MT	Dawson County	-104.71457999999996	47.106130000000064	100	2023-02-11 06:00:00	18	1800
Meridian MS	2023-02-11 11	Missoula	Montana	MT	Missoula County	-113.99624999999996	46.872780000000034	5	2023-02-11 06:00:00	18	90
Sherman TX-Ada OK	2023-02-11 11	Meridian	Mississippi	MS	Lauderdale County	-88.70307999999994	32.365080000000034	9	2023-02-11 06:00:00	18	162
Harrisonburg VA	2023-02-11 11	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	4	2023-02-11 06:00:00	18	72
Roanoke-Lynchburg VA	2023-02-11 11	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	5	2023-02-11 06:00:00	18	90
Yakima-Pasco-Richland-Kennewick WA	2023-02-11 11	Vinton	Virginia	VA	Roanoke County	-79.89874899999995	37.28095200000007	1	2023-02-11 06:00:00	18	18
Hattiesburg-Laurel MS	2023-02-11 11	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	5	2023-02-11 06:00:00	18	90
